From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
HLA-A	E3UM70	unreviewed	E3UM70_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E3UN97	unreviewed	E3UN97_HUMAN	HLA-A locus alpha 2 domain (MHC class I antigen) (MHC class I antigen HLA-A30)	HLA-A HLA-A30	Homo sapiens (Human)	365
HLA-A	E3WH33	unreviewed	E3WH33_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E3WH34	unreviewed	E3WH34_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E3WH35	unreviewed	E3WH35_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E5BBI6	unreviewed	E5BBI6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E5D6K2	unreviewed	E5D6K2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K3	unreviewed	E5D6K3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K4	unreviewed	E5D6K4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K5	unreviewed	E5D6K5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K6	unreviewed	E5D6K6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K7	unreviewed	E5D6K7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5D6K8	unreviewed	E5D6K8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCL6	unreviewed	E5DCL6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCL7	unreviewed	E5DCL7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCL8	unreviewed	E5DCL8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCL9	unreviewed	E5DCL9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM0	unreviewed	E5DCM0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM1	unreviewed	E5DCM1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM2	unreviewed	E5DCM2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM3	unreviewed	E5DCM3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM4	unreviewed	E5DCM4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM5	unreviewed	E5DCM5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5DCM6	unreviewed	E5DCM6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5FQ45	unreviewed	E5FQ45_HUMAN	MHC class I antigen (MHC class I protein)	HLA-A HLA	Homo sapiens (Human)	365
HLA-A	E5FQ47	unreviewed	E5FQ47_HUMAN	HLA-A9HH antigen (MHC class I antigen)	HLA-A	Homo sapiens (Human)	365
HLA-A	E5FQ49	unreviewed	E5FQ49_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	E5FXC2	unreviewed	E5FXC2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5FYM9	unreviewed	E5FYM9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E5G0X0	unreviewed	E5G0X0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0X3	unreviewed	E5G0X3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0X4	unreviewed	E5G0X4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0X5	unreviewed	E5G0X5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0X6	unreviewed	E5G0X6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0X7	unreviewed	E5G0X7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y0	unreviewed	E5G0Y0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y1	unreviewed	E5G0Y1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y2	unreviewed	E5G0Y2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y3	unreviewed	E5G0Y3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y4	unreviewed	E5G0Y4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y5	unreviewed	E5G0Y5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y6	unreviewed	E5G0Y6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y7	unreviewed	E5G0Y7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y8	unreviewed	E5G0Y8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G0Y9	unreviewed	E5G0Y9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G6F9	unreviewed	E5G6F9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	E5G6I4	unreviewed	E5G6I4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G6I5	unreviewed	E5G6I5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E5G961	unreviewed	E5G961_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E7AJF9	unreviewed	E7AJF9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	158
HLA-A	E7BBA1	unreviewed	E7BBA1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E7BBA3	unreviewed	E7BBA3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E7BDE1	unreviewed	E7BDE1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	295
HLA-A	E7BJ52	unreviewed	E7BJ52_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E7BY85	unreviewed	E7BY85_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY86	unreviewed	E7BY86_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY87	unreviewed	E7BY87_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY88	unreviewed	E7BY88_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY89	unreviewed	E7BY89_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY90	unreviewed	E7BY90_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY91	unreviewed	E7BY91_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY92	unreviewed	E7BY92_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY93	unreviewed	E7BY93_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY94	unreviewed	E7BY94_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7BY95	unreviewed	E7BY95_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7CYP4	unreviewed	E7CYP4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7D4X3	unreviewed	E7D4X3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7DZI6	unreviewed	E7DZI6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7DZZ8	unreviewed	E7DZZ8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7EAU7	unreviewed	E7EAU7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E7EF84	unreviewed	E7EF84_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E8ZF50	unreviewed	E8ZF50_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E8ZF51	unreviewed	E8ZF51_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E8ZF52	unreviewed	E8ZF52_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E8ZF53	unreviewed	E8ZF53_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E8ZF54	unreviewed	E8ZF54_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9ABI2	unreviewed	E9ABI2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E9ABI3	unreviewed	E9ABI3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E9ABX3	unreviewed	E9ABX3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	E9BVB6	unreviewed	E9BVB6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	E9LXY0	unreviewed	E9LXY0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY1	unreviewed	E9LXY1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY2	unreviewed	E9LXY2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY3	unreviewed	E9LXY3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY4	unreviewed	E9LXY4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY5	unreviewed	E9LXY5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY6	unreviewed	E9LXY6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY7	unreviewed	E9LXY7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY8	unreviewed	E9LXY8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXY9	unreviewed	E9LXY9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ0	unreviewed	E9LXZ0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ1	unreviewed	E9LXZ1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ2	unreviewed	E9LXZ2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ3	unreviewed	E9LXZ3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ4	unreviewed	E9LXZ4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ5	unreviewed	E9LXZ5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ6	unreviewed	E9LXZ6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ7	unreviewed	E9LXZ7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ8	unreviewed	E9LXZ8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LXZ9	unreviewed	E9LXZ9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY00	unreviewed	E9LY00_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY01	unreviewed	E9LY01_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY02	unreviewed	E9LY02_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY03	unreviewed	E9LY03_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY04	unreviewed	E9LY04_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY05	unreviewed	E9LY05_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY06	unreviewed	E9LY06_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY07	unreviewed	E9LY07_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY08	unreviewed	E9LY08_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY09	unreviewed	E9LY09_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY10	unreviewed	E9LY10_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY11	unreviewed	E9LY11_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY12	unreviewed	E9LY12_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY13	unreviewed	E9LY13_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY14	unreviewed	E9LY14_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY15	unreviewed	E9LY15_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY16	unreviewed	E9LY16_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY17	unreviewed	E9LY17_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY18	unreviewed	E9LY18_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY19	unreviewed	E9LY19_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9LY20	unreviewed	E9LY20_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	E9RK91	unreviewed	E9RK91_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F0VRV7	unreviewed	F0VRV7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	298
HLA-A	F0VRV9	unreviewed	F0VRV9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	298
HLA-A	F1AQK5	unreviewed	F1AQK5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQK6	unreviewed	F1AQK6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQK7	unreviewed	F1AQK7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQK8	unreviewed	F1AQK8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQK9	unreviewed	F1AQK9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL0	unreviewed	F1AQL0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL1	unreviewed	F1AQL1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL2	unreviewed	F1AQL2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL3	unreviewed	F1AQL3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL4	unreviewed	F1AQL4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL5	unreviewed	F1AQL5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL6	unreviewed	F1AQL6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL7	unreviewed	F1AQL7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL8	unreviewed	F1AQL8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1AQL9	unreviewed	F1AQL9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1C3G8	unreviewed	F1C3G8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1C5F3	unreviewed	F1C5F3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	F1CCR2	unreviewed	F1CCR2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1CCR3	unreviewed	F1CCR3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1CCR4	unreviewed	F1CCR4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1CCR5	unreviewed	F1CCR5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1CK26	unreviewed	F1CK26_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F1CK27	unreviewed	F1CK27_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2RM39	unreviewed	F2RM39_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNB6	unreviewed	F2VNB6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNB7	unreviewed	F2VNB7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNB8	unreviewed	F2VNB8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNB9	unreviewed	F2VNB9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC0	unreviewed	F2VNC0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC1	unreviewed	F2VNC1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC2	unreviewed	F2VNC2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC3	unreviewed	F2VNC3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC4	unreviewed	F2VNC4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC5	unreviewed	F2VNC5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC6	unreviewed	F2VNC6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC7	unreviewed	F2VNC7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC8	unreviewed	F2VNC8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNC9	unreviewed	F2VNC9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND0	unreviewed	F2VND0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND1	unreviewed	F2VND1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND2	unreviewed	F2VND2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND3	unreviewed	F2VND3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND4	unreviewed	F2VND4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND5	unreviewed	F2VND5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND6	unreviewed	F2VND6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND7	unreviewed	F2VND7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND8	unreviewed	F2VND8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VND9	unreviewed	F2VND9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE0	unreviewed	F2VNE0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE1	unreviewed	F2VNE1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE2	unreviewed	F2VNE2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE3	unreviewed	F2VNE3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE4	unreviewed	F2VNE4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE5	unreviewed	F2VNE5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE6	unreviewed	F2VNE6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE7	unreviewed	F2VNE7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE8	unreviewed	F2VNE8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNE9	unreviewed	F2VNE9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF0	unreviewed	F2VNF0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF1	unreviewed	F2VNF1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF2	unreviewed	F2VNF2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF3	unreviewed	F2VNF3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF4	unreviewed	F2VNF4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF5	unreviewed	F2VNF5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF6	unreviewed	F2VNF6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF7	unreviewed	F2VNF7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF8	unreviewed	F2VNF8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNF9	unreviewed	F2VNF9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG0	unreviewed	F2VNG0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG1	unreviewed	F2VNG1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG2	unreviewed	F2VNG2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG3	unreviewed	F2VNG3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG4	unreviewed	F2VNG4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG5	unreviewed	F2VNG5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG6	unreviewed	F2VNG6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG7	unreviewed	F2VNG7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG8	unreviewed	F2VNG8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNG9	unreviewed	F2VNG9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH0	unreviewed	F2VNH0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH1	unreviewed	F2VNH1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH2	unreviewed	F2VNH2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH3	unreviewed	F2VNH3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH4	unreviewed	F2VNH4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH5	unreviewed	F2VNH5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH6	unreviewed	F2VNH6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH7	unreviewed	F2VNH7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH8	unreviewed	F2VNH8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNH9	unreviewed	F2VNH9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI0	unreviewed	F2VNI0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI1	unreviewed	F2VNI1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI2	unreviewed	F2VNI2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI3	unreviewed	F2VNI3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI4	unreviewed	F2VNI4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI5	unreviewed	F2VNI5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI6	unreviewed	F2VNI6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI7	unreviewed	F2VNI7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI8	unreviewed	F2VNI8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNI9	unreviewed	F2VNI9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ0	unreviewed	F2VNJ0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ1	unreviewed	F2VNJ1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ2	unreviewed	F2VNJ2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ3	unreviewed	F2VNJ3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ4	unreviewed	F2VNJ4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ5	unreviewed	F2VNJ5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
